id,created_at,full_name,email,phone,lead_source,agent_assigned,last_activity,last_stage_change,stage,tags,notes,next_task_due,last_call_duration,call_count,email_count
330,2025-06-25 03:28:28,Bradley Morales,xgreen@yahoo.com,694-771-2894,Referral,Shane Delgado,2025-07-22 03:28:28,2025-08-06 03:28:28,Dead,laugh,Adult very will democratic.,2025-07-28 03:28:28,23,2,9
331,2025-02-14 13:49:33,Debra Hancock,tammycrawford@jones.com,005-771-9979x5010,Facebook,Brian Harris,2025-02-26 13:49:33,2025-03-18 13:49:33,Appointment Set,"ball, make, speak",Everything decide become rather.,2025-03-04 13:49:33,6,2,1
332,2025-02-09 18:23:03,Sarah Hancock,lopezbrandon@hotmail.com,344-618-8071x6980,Instagram,Michelle Richardson DVM,2025-02-15 18:23:03,2025-02-25 18:23:03,Dead,"let, south",Sense kind people feeling air.,2025-02-21 18:23:03,21,5,2
333,2025-05-27 06:01:19,Jasmine Weaver,rbryan@yahoo.com,398-103-9428x8797,Facebook,Michelle Richardson DVM,2025-06-04 06:01:19,2025-07-01 06:01:19,Dead,decade,While her force tonight make.,2025-06-11 06:01:19,9,3,9
334,2025-01-04 06:05:52,Victoria Rodriguez,leonardjoshua@hotmail.com,001-921-966-1612x89371,Organic,Tamara Davis,2025-01-14 06:05:52,2025-01-19 06:05:52,Active,partner,Hear must realize individual pay.,2025-01-15 06:05:52,6,2,8
335,2025-04-05 14:05:50,Vincent Jones,nguyenjohn@acosta.com,459.230.1095x219,Google Ads,Rita Curry,2025-04-27 14:05:50,2025-05-15 14:05:50,Appointment Set,exist,Region oil three dinner brother friend white get.,2025-05-03 14:05:50,9,2,4
336,2025-06-07 14:33:14,Scott Thomas,fletcherrichard@hotmail.com,031.408.1365x444,Zillow,Linda Macdonald,2025-06-17 14:33:14,2025-07-03 14:33:14,Contacted,wrong,Behavior summer fire exist.,2025-06-20 14:33:14,17,1,6
337,2025-04-07 15:37:17,Maxwell Cowan,parkerrodriguez@yahoo.com,001-064-986-6808,Google Ads,Linda Macdonald,2025-04-19 15:37:17,2025-04-29 15:37:17,Active,"amount, wind, court",Food while rule tax.,2025-04-26 15:37:17,25,5,4
338,2025-03-12 22:11:55,Elijah Ortiz,martinsherri@sawyer.info,8344499576,Google Ads,Roger Davis,2025-04-02 22:11:55,2025-04-23 22:11:55,Under Contract,"time, red",Material plant rather computer.,2025-04-07 22:11:55,15,1,8
339,2025-02-28 03:38:32,Carolyn Coleman,huberkellie@bishop-hernandez.com,001-794-666-2562,Referral,Roger Davis,2025-03-21 03:38:32,2025-03-25 03:38:32,Contacted,"news, your",Show body new sport writer cup sort.,2025-03-26 03:38:32,26,0,1
340,2025-03-12 17:30:56,Amanda Michael,narmstrong@gmail.com,(781)130-2091,Referral,Melinda Lowe,2025-03-15 17:30:56,2025-04-05 17:30:56,Dead,beyond,Contain author paper choice.,2025-03-21 17:30:56,20,1,10
341,2025-06-16 19:56:09,Nathan Burgess,chendricks@lloyd.com,001-260-792-5300x773,Google Ads,Melinda Lowe,2025-06-21 19:56:09,2025-07-11 19:56:09,New,government,Others leave garden almost garden full.,2025-06-26 19:56:09,6,5,8
342,2025-02-07 04:04:23,Karen Parker,kimberlybruce@gmail.com,+1-395-907-5076x34288,Referral,Brian Harris,2025-02-17 04:04:23,2025-02-25 04:04:23,Active,rise,Member fly eat live third protect group.,2025-02-23 04:04:23,14,2,7
343,2025-05-02 08:21:44,Julie Salinas,sandraaguilar@hotmail.com,973.583.9640x2469,Google Ads,Jonathan Stevenson,2025-05-14 08:21:44,2025-06-12 08:21:44,Under Contract,newspaper,View read simply trouble half serve scientist.,2025-05-23 08:21:44,2,4,7
344,2025-06-02 20:37:40,Molly Butler,jamesreed@gmail.com,001-719-968-3694x81391,Referral,Jonathan Stevenson,2025-06-30 20:37:40,2025-07-02 20:37:40,Active,office,Simple goal act energy provide physical ball.,2025-07-04 20:37:40,14,5,3
345,2025-03-19 09:26:16,Marie Miller,amanda10@hotmail.com,2561007259,Google Ads,Michelle Richardson DVM,2025-04-04 09:26:16,2025-04-06 09:26:16,Under Contract,tell,Throw maybe author unit plan person say.,2025-04-08 09:26:16,14,4,4
346,2025-05-14 10:41:48,Angela Robinson,ilozano@lopez-bryant.biz,485-940-4620,Facebook,Jonathan Stevenson,2025-05-29 10:41:48,2025-06-05 10:41:48,Closed,"nature, somebody, standard",Discuss my government notice after.,2025-06-06 10:41:48,26,4,4
347,2025-02-23 15:51:35,Carol Vargas,amystephens@gmail.com,001-454-354-8202x8844,Referral,Tamara Davis,2025-03-25 15:51:35,2025-04-02 15:51:35,Under Contract,"institution, foreign, this",Provide blood on industry suddenly study.,2025-03-28 15:51:35,18,5,7
348,2025-06-01 01:23:10,Sabrina Gates,ybaker@gmail.com,498.218.2323x7329,Google Ads,Linda Macdonald,2025-06-30 01:23:10,2025-07-28 01:23:10,Contacted,window,Speak actually our campaign million enter.,2025-07-09 01:23:10,29,0,4
349,2025-06-15 22:51:55,Tanner Myers,amymorgan@hotmail.com,800-211-9841x2848,Facebook,Michelle Richardson DVM,2025-06-17 22:51:55,2025-06-28 22:51:55,Contacted,line,Those themselves discover training majority.,2025-06-22 22:51:55,3,3,4
350,2025-01-08 05:16:26,Christina Davis,austinbrent@hotmail.com,001-517-429-6271,Instagram,Rita Curry,2025-01-19 05:16:26,2025-01-23 05:16:26,Active,"make, prove, soon",Customer four song improve key.,2025-01-20 05:16:26,18,2,8
351,2025-01-25 14:46:12,Julie Hill,timothywest@ortega.biz,354.277.9798x21104,Instagram,Brian Harris,2025-02-11 14:46:12,2025-03-02 14:46:12,Appointment Set,"figure, go",Receive leave hand at will manage now while.,2025-02-14 14:46:12,17,3,1
352,2025-02-07 10:22:49,Melissa Ortiz,stewartaustin@cortez-davis.com,121-379-1628,Referral,Roger Davis,2025-03-06 10:22:49,2025-03-22 10:22:49,Contacted,"visit, into",Protect up dream question spring morning gas.,2025-03-10 10:22:49,30,2,3
353,2025-07-07 06:37:35,Joseph Long,james50@matthews.net,+1-749-782-2789x8507,Google Ads,Brian Harris,2025-07-14 06:37:35,2025-07-20 06:37:35,New,"every, term, listen",Treatment pull family former argue successful see probably.,2025-07-16 06:37:35,9,3,0
354,2025-04-05 02:26:29,Steve Price,honathan@ball.biz,068-858-5904,Referral,Shane Delgado,2025-05-04 02:26:29,2025-05-06 02:26:29,Dead,"book, main",Reality finish against enough.,2025-05-11 02:26:29,19,2,6
355,2025-04-03 18:04:33,Monique Hall,normathomas@yahoo.com,0940507013,Zillow,Brian Harris,2025-04-20 18:04:33,2025-05-07 18:04:33,Under Contract,"fact, nothing, mouth",Find into method situation current.,2025-04-23 18:04:33,26,5,2
356,2025-07-09 17:31:13,Michelle Moore,edougherty@hotmail.com,001-328-503-4340x1608,Facebook,Michelle Richardson DVM,2025-08-08 17:31:13,2025-08-11 17:31:13,Appointment Set,religious,Center all rise do tough also of.,2025-08-09 17:31:13,2,5,9
357,2025-01-27 01:36:26,Evan Arias,todd70@gmail.com,714.619.1280,Referral,Linda Macdonald,2025-02-05 01:36:26,2025-03-01 01:36:26,Active,else,Federal two prevent loss price grow.,2025-02-09 01:36:26,12,5,5
358,2025-01-07 04:33:56,Clarence Frye,jennifermarshall@soto.info,320.197.5929,Facebook,Jonathan Stevenson,2025-01-31 04:33:56,2025-02-17 04:33:56,Dead,"blood, your, girl",Member tell price economy.,2025-02-06 04:33:56,19,5,9
359,2025-07-24 21:38:52,Tara Smith,davidjohnson@holmes.com,950-411-0038,Instagram,Roger Davis,2025-08-02 21:38:52,2025-08-09 21:38:52,Active,blue,Floor especially interesting eat family.,2025-08-10 21:38:52,22,2,10
360,2025-04-29 00:50:12,Lawrence Smith,ginagentry@gmail.com,8474152353,Google Ads,Tamara Davis,2025-05-25 00:50:12,2025-06-06 00:50:12,Dead,"performance, nothing",Sell understand clear north daughter share.,2025-05-29 00:50:12,19,4,7
361,2025-01-30 11:51:13,Kevin Fisher,kendra09@gmail.com,084-500-1988x13523,Google Ads,Jonathan Stevenson,2025-02-16 11:51:13,2025-03-05 11:51:13,Closed,night,Summer reason write current everything generation force.,2025-02-22 11:51:13,7,5,5
362,2025-05-26 20:33:23,Joseph Ewing,tammy08@yahoo.com,+1-255-794-8229x3031,Organic,Melinda Lowe,2025-06-18 20:33:23,2025-07-12 20:33:23,Dead,"effect, impact",Professor effect professor either education rich blood history.,2025-06-22 20:33:23,12,4,9
363,2025-06-18 20:41:46,Jonathan Brown,sean55@yahoo.com,001-778-556-0259x916,Organic,Shane Delgado,2025-07-18 20:41:46,2025-08-03 20:41:46,Contacted,"town, leader, road",Doctor share popular.,2025-07-22 20:41:46,19,3,1
364,2025-02-13 23:05:27,Tara Moss,juliecox@hotmail.com,+1-624-055-6392,Instagram,Jeffrey Bass,2025-02-22 23:05:27,2025-03-08 23:05:27,Under Contract,"figure, audience",Job might else bank pressure rich.,2025-03-04 23:05:27,18,1,7
365,2025-06-02 06:17:49,Andrea Rodriguez,george06@gmail.com,001-914-826-3997x26851,Instagram,Shane Delgado,2025-06-28 06:17:49,2025-07-07 06:17:49,Active,"others, population, back",Near role animal interest wrong toward.,2025-07-02 06:17:49,13,2,8
366,2025-06-14 19:14:50,Eric Foster,alicia49@hotmail.com,001-201-463-3893x89921,Facebook,Brian Harris,2025-06-29 19:14:50,2025-07-03 19:14:50,Active,girl,Serious rest prevent respond whole eight garden.,2025-06-30 19:14:50,13,3,7
367,2025-06-08 10:36:29,Shelly Santiago,margaret73@keller.org,683-021-0500x24629,Zillow,Jonathan Stevenson,2025-06-14 10:36:29,2025-06-23 10:36:29,Dead,"speech, audience, series",Wonder rule around baby.,2025-06-19 10:36:29,29,1,5
368,2025-04-22 22:25:52,Crystal Medina,njordan@hotmail.com,440.914.5924,Google Ads,Rita Curry,2025-04-28 22:25:52,2025-05-01 22:25:52,Contacted,"main, prepare, act",Have forget cup size cover economy deep company.,2025-05-03 22:25:52,18,5,9
369,2025-06-30 06:12:22,Rose Johnston,renee86@gmail.com,+1-185-899-3516x010,Google Ads,Rita Curry,2025-07-27 06:12:22,2025-08-01 06:12:22,Under Contract,"show, game, degree",Must leave say hope animal surface figure learn.,2025-08-01 06:12:22,11,5,5
370,2025-02-08 13:22:51,Allison Mcintosh,katherinejohnson@gmail.com,395-792-1169x64208,Organic,Linda Macdonald,2025-03-05 13:22:51,2025-03-08 13:22:51,New,"senior, approach, which",Ten cover option evening.,2025-03-06 13:22:51,17,0,5
371,2025-04-01 23:09:23,Casey Sharp,rileywatkins@gmail.com,001-710-558-3216x93304,Instagram,Rita Curry,2025-04-15 23:09:23,2025-05-05 23:09:23,Under Contract,"decade, be, speech",Call section whole week seek do computer.,2025-04-18 23:09:23,6,5,9
372,2025-04-07 06:58:17,Scott Carlson,yudominique@hotmail.com,202-210-6831,Organic,Jonathan Stevenson,2025-05-04 06:58:17,2025-05-11 06:58:17,Closed,region,Time business during easy three.,2025-05-11 06:58:17,2,5,9
373,2025-04-22 20:11:06,Brian Lee,odavis@ramos-montgomery.org,191.766.3125x7113,Instagram,Jeffrey Bass,2025-05-02 20:11:06,2025-05-20 20:11:06,Active,dream,Trouble boy simply approach success consumer.,2025-05-08 20:11:06,6,4,3
374,2025-05-06 18:42:08,Linda Bush,dlewis@valentine-davis.com,(296)553-5248,Zillow,Jonathan Stevenson,2025-05-27 18:42:08,2025-06-18 18:42:08,Closed,"describe, little, table",Suddenly lay cut behind sure.,2025-06-01 18:42:08,9,0,4
375,2025-03-18 04:21:55,Melissa Mckinney,jim65@yahoo.com,526.685.1697x129,Zillow,Brian Harris,2025-03-23 04:21:55,2025-04-03 04:21:55,Under Contract,down,Window leader left suddenly less.,2025-03-31 04:21:55,29,0,3
376,2025-04-14 20:54:45,Christopher Shepherd,jeffrey31@thomas.com,001-793-724-6096x067,Google Ads,Rita Curry,2025-05-07 20:54:45,2025-05-29 20:54:45,New,"want, fight, true",Order middle begin service night parent.,2025-05-09 20:54:45,14,5,6
377,2025-05-28 00:00:56,Andrew Stewart,martinwilliam@francis-parker.org,455.866.5034x955,Referral,Roger Davis,2025-06-20 00:00:56,2025-07-16 00:00:56,Closed,research,Republican blood particular scientist north tax.,2025-06-23 00:00:56,6,0,7
378,2025-03-30 09:31:24,Jesse Garrison II,calebellis@massey-murphy.com,+1-551-517-6827x082,Referral,Rita Curry,2025-04-13 09:31:24,2025-04-19 09:31:24,Under Contract,animal,Find guy administration both.,2025-04-23 09:31:24,10,1,8
379,2025-07-01 16:45:42,Felicia Grant,anthonyrobertson@hotmail.com,5313603610,Organic,Shane Delgado,2025-07-25 16:45:42,2025-08-04 16:45:42,Closed,Mrs,Represent apply rather those.,2025-08-04 16:45:42,12,2,8
380,2025-04-07 09:52:48,Drew Anderson,smithsean@gmail.com,375.621.5678,Referral,Brian Harris,2025-05-01 09:52:48,2025-05-02 09:52:48,Active,"laugh, raise",Hit result suffer enter herself.,2025-05-11 09:52:48,24,5,2
381,2025-06-14 05:15:42,Michael Small,ywoods@hotmail.com,848-533-1573x7218,Instagram,Melinda Lowe,2025-07-10 05:15:42,2025-08-04 05:15:42,New,"pay, state, card",Toward they agree return fear international.,2025-07-11 05:15:42,4,1,2
382,2025-03-01 08:17:10,Daniel Chen,cjones@hotmail.com,134.835.0959x80307,Facebook,Michelle Richardson DVM,2025-03-31 08:17:10,2025-04-04 08:17:10,Dead,himself,Including none soldier simple nation reveal happy.,2025-04-06 08:17:10,4,4,0
383,2025-06-05 13:54:52,Thomas Hernandez,boylelauren@lara.info,001-143-915-5802,Organic,Rita Curry,2025-06-11 13:54:52,2025-06-23 13:54:52,New,"onto, maybe",Concern nice within.,2025-06-20 13:54:52,27,3,4
384,2025-05-08 03:58:57,Darryl Moreno,johnhill@gmail.com,001-938-624-1092x180,Referral,Brian Harris,2025-05-09 03:58:57,2025-06-02 03:58:57,Contacted,"major, lose, training",Glass simply instead analysis popular case.,2025-05-11 03:58:57,19,0,10
385,2025-06-13 17:36:40,Adrian Baker,vicki90@curtis-york.org,817.865.0188x20322,Referral,Michelle Richardson DVM,2025-07-05 17:36:40,2025-07-20 17:36:40,Under Contract,"throw, song, focus",Different report sort.,2025-07-15 17:36:40,12,4,5
386,2025-01-12 22:23:10,Robert Larson,thompsonmichele@hotmail.com,782-570-5439x952,Instagram,Shane Delgado,2025-01-25 22:23:10,2025-02-06 22:23:10,Closed,small,Smile sound community everything let.,2025-01-29 22:23:10,3,2,6
387,2025-02-10 19:17:49,Angela Jenkins,toneill@hall.com,001-583-933-0619x9018,Instagram,Brian Harris,2025-02-18 19:17:49,2025-03-18 19:17:49,Appointment Set,decide,Hit computer movie.,2025-02-25 19:17:49,22,2,10
388,2025-03-07 20:25:17,Caleb Brown,bakerdebbie@sharp-vasquez.net,+1-143-790-8217x415,Zillow,Melinda Lowe,2025-03-11 20:25:17,2025-03-22 20:25:17,Dead,"cover, provide, former",Mouth performance international strategy.,2025-03-16 20:25:17,29,3,4
389,2025-07-05 19:57:34,Christian Ruiz,reyeskyle@williamson.com,001-002-219-1076x678,Organic,Tamara Davis,2025-08-03 19:57:34,2025-08-23 19:57:34,Active,"man, church, wear",Couple realize drive apply available report.,2025-08-09 19:57:34,28,1,7
390,2025-06-19 08:46:11,Thomas Valenzuela II,james85@hotmail.com,272-054-8502x65941,Facebook,Brian Harris,2025-06-24 08:46:11,2025-06-25 08:46:11,Active,author,Physical social for there.,2025-06-29 08:46:11,19,5,3
391,2025-05-15 00:15:05,Carrie Stewart,nreed@gmail.com,(340)925-3715,Instagram,Rita Curry,2025-06-07 00:15:05,2025-06-14 00:15:05,Active,"hear, central",Public writer plan old site.,2025-06-14 00:15:05,20,1,9
392,2025-06-19 07:05:33,Kristen Goodwin,robertmoody@morales.com,8151774919,Referral,Melinda Lowe,2025-06-29 07:05:33,2025-07-17 07:05:33,Dead,same,Evening reach group heart direction another glass.,2025-07-09 07:05:33,29,2,8
393,2025-06-23 04:58:30,Joshua Wade,elizabeth27@sanchez.info,(951)217-7251x8048,Organic,Roger Davis,2025-06-27 04:58:30,2025-07-14 04:58:30,Closed,"machine, type",Fast story standard always my summer former.,2025-07-03 04:58:30,14,5,9
394,2025-07-04 03:56:04,Curtis Ward,lconway@page.com,(064)455-7308,Google Ads,Roger Davis,2025-07-23 03:56:04,2025-08-10 03:56:04,Active,"large, cover, season",Return dream game radio our probably century.,2025-07-27 03:56:04,16,4,2
395,2025-01-05 13:20:59,Kimberly Carter,maryflynn@duran.com,675.504.5575,Facebook,Jeffrey Bass,2025-01-13 13:20:59,2025-02-06 13:20:59,Contacted,"all, toward",Keep total couple country where win establish.,2025-01-16 13:20:59,28,4,2
396,2025-04-12 18:10:20,Jeffrey Wang,angel11@gmail.com,+1-430-870-4026x74000,Instagram,Shane Delgado,2025-04-26 18:10:20,2025-05-20 18:10:20,Contacted,first,Always world into college.,2025-05-02 18:10:20,30,3,8
397,2025-07-17 16:18:06,Joshua Porter,timothy11@yahoo.com,551.859.3904,Organic,Michelle Richardson DVM,2025-07-21 16:18:06,2025-08-19 16:18:06,Contacted,"lawyer, plan",Bar front field free education wind guy.,2025-07-27 16:18:06,14,5,2
398,2025-05-18 15:29:16,Dawn Arnold,karenosborn@gmail.com,+1-338-389-5314x6689,Zillow,Rita Curry,2025-06-09 15:29:16,2025-07-06 15:29:16,Under Contract,"environmental, something, easy",Spring model fine control return idea our.,2025-06-10 15:29:16,3,1,1
399,2025-05-09 06:51:02,Michael Ray,fward@green.com,(051)760-8872x677,Referral,Linda Macdonald,2025-05-22 06:51:02,2025-06-05 06:51:02,Contacted,"feel, change, investment",Capital read fund past.,2025-05-24 06:51:02,19,1,0
400,2025-04-30 05:21:13,Margaret Davis,atkinsamy@berry.com,329.342.9500x926,Referral,Roger Davis,2025-05-28 05:21:13,2025-06-22 05:21:13,Contacted,"recent, half, represent",Until per maybe sea.,2025-06-06 05:21:13,26,4,4
401,2025-02-14 05:13:51,Nathan Horton,onelson@reed.info,498-986-8648x200,Instagram,Brian Harris,2025-02-20 05:13:51,2025-03-08 05:13:51,Dead,accept,Build even glass star soldier rather.,2025-03-01 05:13:51,18,2,6
402,2025-06-14 12:53:16,Kevin Guerrero,cassidy80@maldonado.com,001-438-934-2288x53190,Google Ads,Jonathan Stevenson,2025-07-10 12:53:16,2025-07-17 12:53:16,Contacted,hundred,Trouble allow the myself much term.,2025-07-20 12:53:16,28,4,6
403,2025-03-27 12:12:16,Aaron Lee,gadams@gmail.com,001-098-542-3656x761,Instagram,Linda Macdonald,2025-04-14 12:12:16,2025-04-30 12:12:16,New,"thousand, career, mean",Their medical during same end.,2025-04-18 12:12:16,1,1,3
404,2025-06-06 00:28:17,Elizabeth Simpson,ycruz@crawford.com,(885)757-6535x84242,Google Ads,Shane Delgado,2025-06-16 00:28:17,2025-06-24 00:28:17,Dead,"Republican, here, provide",Image wrong artist.,2025-06-25 00:28:17,12,2,9
405,2025-06-26 06:25:38,Daniel Thomas,shelbydickson@smith-fox.com,361-310-6026,Zillow,Melinda Lowe,2025-07-02 06:25:38,2025-07-21 06:25:38,Active,"determine, why, child",Economy east oil candidate Mrs set area.,2025-07-11 06:25:38,21,1,2
406,2025-07-21 16:28:02,Marie Caldwell,porterdavid@gmail.com,868-603-0003,Zillow,Melinda Lowe,2025-07-27 16:28:02,2025-08-13 16:28:02,New,"measure, between, relationship",Single purpose loss sport adult court.,2025-07-29 16:28:02,17,2,7
407,2025-03-13 15:22:33,Wayne Douglas,wcolon@petersen.com,001-076-505-7409x3246,Organic,Roger Davis,2025-04-02 15:22:33,2025-04-10 15:22:33,Appointment Set,"not, but, see",Let kind development dinner crime.,2025-04-04 15:22:33,6,2,0
408,2025-02-14 22:30:08,Crystal Mejia,cody63@yahoo.com,985-446-0542x868,Organic,Jeffrey Bass,2025-03-12 22:30:08,2025-03-16 22:30:08,Contacted,section,Factor product everyone employee development trip.,2025-03-17 22:30:08,4,1,9
409,2025-07-02 08:44:45,Lindsey Rivers,hayeswendy@hotmail.com,+1-339-645-4919x20073,Organic,Michelle Richardson DVM,2025-07-16 08:44:45,2025-07-22 08:44:45,Active,"approach, do, buy",Travel cause expect main tend.,2025-07-19 08:44:45,28,2,3
410,2025-02-21 22:03:27,Mrs. Melissa Anderson DVM,raymond02@hotmail.com,001-392-952-7104,Zillow,Brian Harris,2025-03-12 22:03:27,2025-03-29 22:03:27,Dead,"across, speak",Design right research worker stage.,2025-03-19 22:03:27,15,5,5
411,2025-05-08 21:53:10,Tamara Coleman,christopherharrison@alexander.info,001-534-419-3289,Google Ads,Brian Harris,2025-05-11 21:53:10,2025-06-03 21:53:10,Closed,"type, economic, alone",Although pull model strong.,2025-05-16 21:53:10,21,0,7
412,2025-06-19 08:15:59,Brandon Arellano,timothy20@gmail.com,0539845885,Organic,Roger Davis,2025-07-11 08:15:59,2025-08-03 08:15:59,Closed,possible,Question Mr trial letter listen.,2025-07-14 08:15:59,16,4,2
413,2025-06-05 02:05:24,Peggy Riley,hmartinez@griffin.com,164.295.3000x2205,Google Ads,Shane Delgado,2025-06-14 02:05:24,2025-06-15 02:05:24,Dead,religious,Article where feel clear bed fly fish.,2025-06-24 02:05:24,22,5,3
414,2025-01-12 20:42:35,Pamela House,spearsdonna@miller.com,(676)440-1444x10256,Facebook,Shane Delgado,2025-01-23 20:42:35,2025-02-03 20:42:35,Active,stage,Job day past card Congress.,2025-02-02 20:42:35,23,5,4
415,2025-05-03 17:09:27,Samantha Rodgers,vincentgonzales@ferguson.com,(382)533-4804x04132,Zillow,Brian Harris,2025-05-25 17:09:27,2025-05-26 17:09:27,Closed,take,Election me stock hair produce full.,2025-06-01 17:09:27,1,5,2
416,2025-02-10 09:31:44,Henry Gonzalez,rodriguezjeffrey@gmail.com,+1-439-725-3526x188,Organic,Roger Davis,2025-02-26 09:31:44,2025-02-27 09:31:44,Dead,stand,Issue television theory herself.,2025-03-04 09:31:44,27,2,4
417,2025-02-11 14:41:21,Ruben Bell,alexander20@shaffer.com,706-046-5723,Instagram,Roger Davis,2025-03-13 14:41:21,2025-04-03 14:41:21,Dead,push,Believe attention political example.,2025-03-14 14:41:21,13,0,2
418,2025-06-21 09:35:17,Peter Kent,russelljames@hotmail.com,001-488-261-3829,Referral,Jonathan Stevenson,2025-06-24 09:35:17,2025-07-11 09:35:17,Appointment Set,over,Tree side through subject state born number.,2025-06-25 09:35:17,19,1,4
419,2025-04-25 06:31:58,David George,nsmall@yahoo.com,220-480-7115x7543,Facebook,Melinda Lowe,2025-05-25 06:31:58,2025-06-02 06:31:58,Dead,"despite, somebody, reflect",Economic believe throughout support read.,2025-05-28 06:31:58,30,5,7
420,2025-06-18 16:09:18,Jennifer Flynn,sanchezjanet@brooks.com,722.765.6148x0049,Facebook,Tamara Davis,2025-06-19 16:09:18,2025-07-19 16:09:18,Dead,"our, thought, fine",Structure accept prove change.,2025-06-20 16:09:18,13,3,5
421,2025-04-24 09:28:15,David Carter,dwolf@phillips-garcia.biz,001-538-741-0090,Instagram,Michelle Richardson DVM,2025-05-12 09:28:15,2025-06-09 09:28:15,New,"trial, issue",Million meet outside year current age.,2025-05-16 09:28:15,2,4,8
422,2025-02-25 09:15:09,Caitlin Ward,thomasheather@spears-howard.com,824.920.9391,Organic,Linda Macdonald,2025-03-10 09:15:09,2025-03-31 09:15:09,Under Contract,"example, economic",You place you always tough though.,2025-03-12 09:15:09,17,5,1
423,2025-05-19 22:58:22,Erika Navarro,jason67@gmail.com,333.633.7230x99161,Referral,Rita Curry,2025-06-09 22:58:22,2025-06-20 22:58:22,Appointment Set,result,Thousand many life series any stop.,2025-06-14 22:58:22,13,1,8
424,2025-04-22 11:25:25,Crystal Morris,lisa02@yahoo.com,(679)959-2516,Organic,Roger Davis,2025-05-12 11:25:25,2025-05-24 11:25:25,Under Contract,"major, now",Word write economy song quite phone close.,2025-05-21 11:25:25,17,3,8
425,2025-05-28 14:24:37,Shelly Ford,ashleytownsend@gillespie.net,359.629.0552x4169,Google Ads,Brian Harris,2025-06-17 14:24:37,2025-07-14 14:24:37,Contacted,Mrs,Shake affect beautiful picture how outside state both.,2025-06-27 14:24:37,17,0,5
426,2025-03-25 19:44:49,Andrew Young,juan65@williams.info,404-842-7346x550,Instagram,Michelle Richardson DVM,2025-03-29 19:44:49,2025-04-26 19:44:49,Dead,"amount, painting",Threat forward agree forward about worker sure.,2025-03-31 19:44:49,6,3,10
427,2025-06-19 19:52:33,Jennifer Carey MD,kwerner@robinson.com,593.693.7181,Instagram,Shane Delgado,2025-07-07 19:52:33,2025-07-14 19:52:33,Appointment Set,occur,Suffer land bag bag goal surface stuff.,2025-07-09 19:52:33,4,2,10
428,2025-01-27 11:17:38,Miss Sarah Kirk,pamela58@gmail.com,+1-882-893-0653x814,Facebook,Melinda Lowe,2025-02-05 11:17:38,2025-03-06 11:17:38,Appointment Set,"mouth, ball, research",Investment yet sort important Republican big important.,2025-02-15 11:17:38,30,4,4
429,2025-04-25 07:07:37,Zachary Haley,emilyquinn@lyons-taylor.com,+1-122-022-0348x0845,Instagram,Jeffrey Bass,2025-05-20 07:07:37,2025-06-08 07:07:37,Appointment Set,"level, build, base",Account though realize training million.,2025-05-24 07:07:37,14,2,3
430,2025-01-09 23:10:38,Kathleen Lee,stephaniedaugherty@yahoo.com,041-264-0567,Organic,Michelle Richardson DVM,2025-01-18 23:10:38,2025-01-20 23:10:38,Appointment Set,knowledge,Me class miss.,2025-01-21 23:10:38,23,5,8
431,2025-04-09 03:34:25,Douglas Tran,icooper@ray-simon.biz,601-717-3982x34533,Organic,Rita Curry,2025-05-07 03:34:25,2025-05-15 03:34:25,Closed,"traditional, effect, law",Might coach number minute whatever create discuss.,2025-05-17 03:34:25,4,4,4
432,2025-05-10 13:40:09,Rachael Collins,darrenbrewer@lucas-robertson.net,001-843-100-5194,Organic,Jonathan Stevenson,2025-05-26 13:40:09,2025-05-29 13:40:09,Active,"play, catch, when",Represent heavy man size local capital.,2025-06-04 13:40:09,22,1,2
433,2025-01-06 23:11:12,Tara Pena,patrick83@kim.com,+1-201-465-3873x9186,Google Ads,Jeffrey Bass,2025-02-01 23:11:12,2025-02-03 23:11:12,Dead,"hit, others",Assume audience bed rate.,2025-02-06 23:11:12,6,5,7
434,2025-04-04 12:54:59,Kelly Contreras,kelliwashington@bell.net,001-046-870-5852,Organic,Jonathan Stevenson,2025-04-25 12:54:59,2025-05-12 12:54:59,Active,"federal, machine, drug",Late share contain but.,2025-05-01 12:54:59,6,5,8
435,2025-06-05 23:03:40,Melanie Drake,kcampbell@gmail.com,618-451-2811x237,Facebook,Roger Davis,2025-06-13 23:03:40,2025-06-17 23:03:40,Dead,activity,Return lead upon tell suggest chance.,2025-06-17 23:03:40,21,5,1
436,2025-05-23 15:02:41,Loretta Weber,broberts@atkinson.com,(864)850-2878x85083,Organic,Jeffrey Bass,2025-06-15 15:02:41,2025-07-13 15:02:41,Dead,positive,Issue threat exist become government car very.,2025-06-24 15:02:41,10,2,7
437,2025-06-04 16:41:41,Rhonda Guzman,tiffany62@smith-arias.com,872-506-7086x849,Instagram,Michelle Richardson DVM,2025-06-22 16:41:41,2025-07-08 16:41:41,Closed,"increase, card",Magazine information any black various trouble might.,2025-06-27 16:41:41,10,2,0
438,2025-06-20 10:43:29,Connie Lucero,george45@gmail.com,(972)887-1405,Google Ads,Brian Harris,2025-07-19 10:43:29,2025-08-04 10:43:29,Active,"group, many, prove",Top against magazine.,2025-07-28 10:43:29,26,4,10
439,2025-01-02 04:56:52,Jose Taylor,vanessadiaz@gmail.com,(736)498-7521x6836,Referral,Tamara Davis,2025-01-28 04:56:52,2025-02-03 04:56:52,Dead,"far, financial, goal",Spend decide security another task.,2025-02-07 04:56:52,1,0,1
